dms_id,dms_ids.0.db,dms_ids.0.id,dms_ids_extend.0.db,dms_ids_extend.0.id,dms_name,dms_synonym.0,dms_synonym.1,dms_synonym.2,dms_synonym.3,dms_synonym.4,dms_synonym.5,dms_synonym_extend.0,dms_synonym_extend.1,dms_synonym_extend.2,dms_synonym_extend.3,dms_synonym_extend.4,dms_synonym_extend.5
A18.1,ICD10,A18.1,ICD10,A18.1,Tuberculosis of genitourinary system,Tuberculosis of genitourinary system,Tuberculosis of: cervixN74.0,Tuberculosis of: kidneyN29.1,Tuberculous female pelvic inflammatory diseaseN74.1,Tuberculosis of: male genital organsN51.-,Tuberculosis of: ureterN29.1,Tuberculosis of genitourinary system,Tuberculosis of: cervixN74.0,Tuberculosis of: kidneyN29.1,Tuberculous female pelvic inflammatory diseaseN74.1,Tuberculosis of: male genital organsN51.-,Tuberculosis of: ureterN29.1
A18.2,ICD10,A18.2,ICD10,A18.2,Tuberculous peripheral lymphadenopathy,Tuberculous peripheral lymphadenopathy,Tuberculous adenitis,,,,,tuberculosis of lymph nodes: mesenteric and retroperitonealA18.3,Tuberculous peripheral lymphadenopathy,tuberculous tracheobronchial adenopathyA15.4A16.3,Tuberculous adenitis,tuberculosis of lymph nodes: intrathoracicA15.4A16.3,
A18.3,ICD10,A18.3,ICD10,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",Tuberculosis (of): intestine (large)(small)K93.0,Tuberculous: peritonitisK67.3,Tuberculosis (of): retroperitoneal (lymph nodes),Tuberculous: ascites,"Tuberculosis of intestines, peritoneum and mesenteric glands",Tuberculous: enteritisK93.0,Tuberculosis (of): intestine (large)(small)K93.0,Tuberculous: peritonitisK67.3,Tuberculosis (of): retroperitoneal (lymph nodes),Tuberculous: ascites,"Tuberculosis of intestines, peritoneum and mesenteric glands",Tuberculous: enteritisK93.0
A18.4,ICD10,A18.4,ICD10,A18.4,Tuberculosis of skin and subcutaneous tissue,Tuberculosis of skin and subcutaneous tissue,Lupus: vulgaris: of eyelidH03.1,Scrofuloderma,"Erythema induratum, tuberculous",Lupus: vulgaris: NOS,Lupus: exedens,Tuberculosis of skin and subcutaneous tissue,lupus erythematosus systemicM32.-,Lupus: vulgaris: of eyelidH03.1,Scrofuloderma,"Erythema induratum, tuberculous",Lupus: vulgaris: NOS
A18.5,ICD10,A18.5,ICD10,A18.5,Tuberculosis of eye,Tuberculous: keratoconjunctivitis (interstitial)(phlyctenular)H19.2,Tuberculous: interstitial keratitisH19.2,Tuberculous: episcleritisH19.0,Tuberculosis of eye,Tuberculous: iridocyclitisH22.0,Tuberculous: chorioretinitisH32.0,Tuberculous: keratoconjunctivitis (interstitial)(phlyctenular)H19.2,Tuberculous: interstitial keratitisH19.2,lupus vulgaris of eyelidA18.4,Tuberculous: episcleritisH19.0,Tuberculosis of eye,Tuberculous: iridocyclitisH22.0
A18.6,ICD10,A18.6,ICD10,A18.6,Tuberculosis of ear,Tuberculosis of ear,Tuberculous otitis mediaH67.0,,,,,Tuberculosis of ear,Tuberculous otitis mediaH67.0,tuberculous mastoiditisA18.0,,,
A18.7,ICD10,A18.7,ICD10,A18.7,Tuberculosis of adrenal glandsE35.1,Tuberculosis of adrenal glandsE35.1,"Addison disease, tuberculous",,,,,Tuberculosis of adrenal glandsE35.1,"Addison disease, tuberculous",,,,
A18.8,ICD10,A18.8,ICD10,A18.8,Tuberculosis of other specified organs,Tuberculous cerebral arteritisI68.1,Tuberculosis of other specified organs,Tuberculosis of: myocardiumI41.0,Tuberculosis of: oesophagusK23.0,Tuberculosis of: endocardiumI39.8,Tuberculosis of: pericardiumI32.0,Tuberculous cerebral arteritisI68.1,Tuberculosis of other specified organs,Tuberculosis of: myocardiumI41.0,Tuberculosis of: oesophagusK23.0,Tuberculosis of: endocardiumI39.8,Tuberculosis of: pericardiumI32.0
A19,ICD10,A19,ICD10,A19,Miliary tuberculosis,tuberculosis: generalized,tuberculosis: disseminated,Miliary tuberculosis,tuberculous polyserositis,,,tuberculosis: generalized,tuberculosis: disseminated,Miliary tuberculosis,tuberculous polyserositis,,
A19.0,ICD10,A19.0,ICD10,A19.0,Acute miliary tuberculosis of a single specified site,Acute miliary tuberculosis of a single specified site,,,,,,Acute miliary tuberculosis of a single specified site,,,,,
A19.1,ICD10,A19.1,ICD10,A19.1,Acute miliary tuberculosis of multiple sites,Acute miliary tuberculosis of multiple sites,,,,,,Acute miliary tuberculosis of multiple sites,,,,,
A19.2,ICD10,A19.2,ICD10,A19.2,"Acute miliary tuberculosis, unspecified","Acute miliary tuberculosis, unspecified",,,,,,"Acute miliary tuberculosis, unspecified",,,,,
A19.8,ICD10,A19.8,ICD10,A19.8,Other miliary tuberculosis,Other miliary tuberculosis,,,,,,Other miliary tuberculosis,,,,,
A19.9,ICD10,A19.9,ICD10,A19.9,"Miliary tuberculosis, unspecified","Miliary tuberculosis, unspecified",,,,,,"Miliary tuberculosis, unspecified",,,,,
A20,ICD10,A20,ICD10,A20,Plague,Plague,infection due to Yersinia pestis,,,,,Plague,infection due to Yersinia pestis,,,,
A20.0,ICD10,A20.0,ICD10,A20.0,Bubonic plague,Bubonic plague,,,,,,Bubonic plague,,,,,
A20.1,ICD10,A20.1,ICD10,A20.1,Cellulocutaneous plague,Cellulocutaneous plague,,,,,,Cellulocutaneous plague,,,,,
A20.2,ICD10,A20.2,ICD10,A20.2,Pneumonic plague,Pneumonic plague,,,,,,Pneumonic plague,,,,,
A20.3,ICD10,A20.3,ICD10,A20.3,Plague meningitis,Plague meningitis,,,,,,Plague meningitis,,,,,
A20.7,ICD10,A20.7,ICD10,A20.7,Septicaemic plague,Septicaemic plague,,,,,,Septicaemic plague,,,,,
A20.8,ICD10,A20.8,ICD10,A20.8,Other forms of plague,Other forms of plague,Abortive plague,Asymptomatic plague,Pestis minor,,,Other forms of plague,Abortive plague,Asymptomatic plague,Pestis minor,,
A20.9,ICD10,A20.9,ICD10,A20.9,"Plague, unspecified","Plague, unspecified",,,,,,"Plague, unspecified",,,,,
A21,ICD10,A21,ICD10,A21,Tularaemia,Tularaemia,rabbit fever,deer-fly fever,infection due to Francisella tularensis,,,Tularaemia,rabbit fever,deer-fly fever,infection due to Francisella tularensis,,
A21.0,ICD10,A21.0,ICD10,A21.0,Ulceroglandular tularaemia,Ulceroglandular tularaemia,,,,,,Ulceroglandular tularaemia,,,,,
A21.1,ICD10,A21.1,ICD10,A21.1,Oculoglandular tularaemia,Oculoglandular tularaemia,Ophthalmic tularaemia,,,,,Oculoglandular tularaemia,Ophthalmic tularaemia,,,,
A21.2,ICD10,A21.2,ICD10,A21.2,Pulmonary tularaemia,Pulmonary tularaemia,,,,,,Pulmonary tularaemia,,,,,
A21.3,ICD10,A21.3,ICD10,A21.3,Gastrointestinal tularaemia,Abdominal tularaemia,Gastrointestinal tularaemia,,,,,Abdominal tularaemia,Gastrointestinal tularaemia,,,,
A21.7,ICD10,A21.7,ICD10,A21.7,Generalized tularaemia,Generalized tularaemia,,,,,,Generalized tularaemia,,,,,
A21.8,ICD10,A21.8,ICD10,A21.8,Other forms of tularaemia,Other forms of tularaemia,,,,,,Other forms of tularaemia,,,,,
A21.9,ICD10,A21.9,ICD10,A21.9,"Tularaemia, unspecified","Tularaemia, unspecified",,,,,,"Tularaemia, unspecified",,,,,
A22,ICD10,A22,ICD10,A22,Anthrax,Anthrax,infection due to Bacillus anthracis,,,,,Anthrax,infection due to Bacillus anthracis,,,,
A22.0,ICD10,A22.0,ICD10,A22.0,Cutaneous anthrax,Cutaneous anthrax,Malignant: carbuncle,Malignant: pustule,,,,Cutaneous anthrax,Malignant: carbuncle,Malignant: pustule,,,
A22.1,ICD10,A22.1,ICD10,A22.1,Pulmonary anthrax,Pulmonary anthrax,Woolsorter disease,Ragpicker disease,Inhalation anthrax,,,Pulmonary anthrax,Woolsorter disease,Ragpicker disease,Inhalation anthrax,,
A22.2,ICD10,A22.2,ICD10,A22.2,Gastrointestinal anthrax,Gastrointestinal anthrax,,,,,,Gastrointestinal anthrax,,,,,
A22.7,ICD10,A22.7,ICD10,A22.7,Anthrax sepsis,Anthrax sepsis,,,,,,Anthrax sepsis,,,,,
A22.8,ICD10,A22.8,ICD10,A22.8,Other forms of anthrax,Anthrax meningitisG01,Other forms of anthrax,,,,,Anthrax meningitisG01,Other forms of anthrax,,,,
A22.9,ICD10,A22.9,ICD10,A22.9,"Anthrax, unspecified","Anthrax, unspecified",,,,,,"Anthrax, unspecified",,,,,
A23,ICD10,A23,ICD10,A23,Brucellosis,Brucellosis,fever: Malta,fever: undulant,fever: Mediterranean,,,Brucellosis,fever: Malta,fever: undulant,fever: Mediterranean,,
A23.0,ICD10,A23.0,ICD10,A23.0,Brucellosis due to Brucella melitensis,Brucellosis due to Brucella melitensis,,,,,,Brucellosis due to Brucella melitensis,,,,,
A23.1,ICD10,A23.1,ICD10,A23.1,Brucellosis due to Brucella abortus,Brucellosis due to Brucella abortus,,,,,,Brucellosis due to Brucella abortus,,,,,
A23.2,ICD10,A23.2,ICD10,A23.2,Brucellosis due to Brucella suis,Brucellosis due to Brucella suis,,,,,,Brucellosis due to Brucella suis,,,,,
A23.3,ICD10,A23.3,ICD10,A23.3,Brucellosis due to Brucella canis,Brucellosis due to Brucella canis,,,,,,Brucellosis due to Brucella canis,,,,,
A23.8,ICD10,A23.8,ICD10,A23.8,Other brucellosis,Other brucellosis,,,,,,Other brucellosis,,,,,
A23.9,ICD10,A23.9,ICD10,A23.9,"Brucellosis, unspecified","Brucellosis, unspecified",,,,,,"Brucellosis, unspecified",,,,,
A24,ICD10,A24,ICD10,A24,Glanders and melioidosis,Glanders and melioidosis,,,,,,Glanders and melioidosis,,,,,
A24.0,ICD10,A24.0,ICD10,A24.0,Glanders,Infection due to Burkholderia mallei,Infection due to Pseudomonas mallei,Malleus,Glanders,,,Infection due to Burkholderia mallei,Infection due to Pseudomonas mallei,Malleus,Glanders,,
A24.1,ICD10,A24.1,ICD10,A24.1,Acute and fulminating melioidosis,Acute and fulminating melioidosis,Melioidosis: pneumonia,Melioidosis: sepsis,,,,Acute and fulminating melioidosis,Melioidosis: pneumonia,Melioidosis: sepsis,,,
A24.2,ICD10,A24.2,ICD10,A24.2,Subacute and chronic melioidosis,Subacute and chronic melioidosis,,,,,,Subacute and chronic melioidosis,,,,,
A24.3,ICD10,A24.3,ICD10,A24.3,Other melioidosis,Other melioidosis,,,,,,Other melioidosis,,,,,
A24.4,ICD10,A24.4,ICD10,A24.4,"Melioidosis, unspecified",Infection due to Pseudomonas pseudomallei NOS,Whitmore disease,"Melioidosis, unspecified",Infection due to Burkholderia pseudomallei NOS,,,Infection due to Pseudomonas pseudomallei NOS,Whitmore disease,"Melioidosis, unspecified",Infection due to Burkholderia pseudomallei NOS,,
A25,ICD10,A25,ICD10,A25,Rat-bite fevers,Rat-bite fevers,,,,,,Rat-bite fevers,,,,,
A25.0,ICD10,A25.0,ICD10,A25.0,Spirillosis,Spirillosis,Sodoku,,,,,Spirillosis,Sodoku,,,,
A25.1,ICD10,A25.1,ICD10,A25.1,Streptobacillosis,Streptobacillosis,Haverhill fever,Epidemic arthritic erythema,Streptobacillary rat-bite fever,,,Streptobacillosis,Haverhill fever,Epidemic arthritic erythema,Streptobacillary rat-bite fever,,
A25.9,ICD10,A25.9,ICD10,A25.9,"Rat-bite fever, unspecified","Rat-bite fever, unspecified",,,,,,"Rat-bite fever, unspecified",,,,,
A26,ICD10,A26,ICD10,A26,Erysipeloid,Erysipeloid,,,,,,Erysipeloid,,,,,
A26.0,ICD10,A26.0,ICD10,A26.0,Cutaneous erysipeloid,Erythema migrans,Cutaneous erysipeloid,,,,,Erythema migrans,Cutaneous erysipeloid,,,,
A26.7,ICD10,A26.7,ICD10,A26.7,Erysipelothrix sepsis,Erysipelothrix sepsis,,,,,,Erysipelothrix sepsis,,,,,
A26.8,ICD10,A26.8,ICD10,A26.8,Other forms of erysipeloid,Other forms of erysipeloid,,,,,,Other forms of erysipeloid,,,,,
A26.9,ICD10,A26.9,ICD10,A26.9,"Erysipeloid, unspecified","Erysipeloid, unspecified",,,,,,"Erysipeloid, unspecified",,,,,
A27,ICD10,A27,ICD10,A27,Leptospirosis,Leptospirosis,,,,,,Leptospirosis,,,,,
A27.0,ICD10,A27.0,ICD10,A27.0,Leptospirosis icterohaemorrhagica,Leptospirosis due to Leptospira interrogans serovar icterohaemorrhagiae,Leptospirosis icterohaemorrhagica,,,,,Leptospirosis due to Leptospira interrogans serovar icterohaemorrhagiae,Leptospirosis icterohaemorrhagica,,,,
A27.8,ICD10,A27.8,ICD10,A27.8,Other forms of leptospirosis,Other forms of leptospirosis,,,,,,Other forms of leptospirosis,,,,,
A27.9,ICD10,A27.9,ICD10,A27.9,"Leptospirosis, unspecified","Leptospirosis, unspecified",,,,,,"Leptospirosis, unspecified",,,,,
A28,ICD10,A28,ICD10,A28,"Other zoonotic bacterial diseases, not elsewhere classified","Other zoonotic bacterial diseases, not elsewhere classified",,,,,,"Other zoonotic bacterial diseases, not elsewhere classified",,,,,
A28.0,ICD10,A28.0,ICD10,A28.0,Pasteurellosis,Pasteurellosis,,,,,,Pasteurellosis,,,,,
A28.1,ICD10,A28.1,ICD10,A28.1,Cat-scratch disease,Cat-scratch fever,Cat-scratch disease,,,,,Cat-scratch fever,Cat-scratch disease,,,,
A28.2,ICD10,A28.2,ICD10,A28.2,Extraintestinal yersiniosis,Extraintestinal yersiniosis,,,,,,Extraintestinal yersiniosis,plagueA20.-,enteritis due to Yersinia enterocoliticaA04.6,,,
A28.8,ICD10,A28.8,ICD10,A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified","Other specified zoonotic bacterial diseases, not elsewhere classified",,,,,,"Other specified zoonotic bacterial diseases, not elsewhere classified",,,,,
A28.9,ICD10,A28.9,ICD10,A28.9,"Zoonotic bacterial disease, unspecified","Zoonotic bacterial disease, unspecified",,,,,,"Zoonotic bacterial disease, unspecified",,,,,
A30,ICD10,A30,ICD10,A30,Leprosy [Hansen disease],infection due to Mycobacterium leprae,Leprosy [Hansen disease],,,,,infection due to Mycobacterium leprae,Leprosy [Hansen disease],sequelae of leprosyB92,,,
A30.0,ICD10,A30.0,ICD10,A30.0,Indeterminate leprosy,I leprosy,Indeterminate leprosy,,,,,I leprosy,Indeterminate leprosy,,,,
A30.1,ICD10,A30.1,ICD10,A30.1,Tuberculoid leprosy,Tuberculoid leprosy,TT leprosy,,,,,Tuberculoid leprosy,TT leprosy,,,,
A30.2,ICD10,A30.2,ICD10,A30.2,Borderline tuberculoid leprosy,BT leprosy,Borderline tuberculoid leprosy,,,,,BT leprosy,Borderline tuberculoid leprosy,,,,
A30.3,ICD10,A30.3,ICD10,A30.3,Borderline leprosy,BB leprosy,Borderline leprosy,,,,,BB leprosy,Borderline leprosy,,,,
A30.4,ICD10,A30.4,ICD10,A30.4,Borderline lepromatous leprosy,Borderline lepromatous leprosy,BL leprosy,,,,,Borderline lepromatous leprosy,BL leprosy,,,,
A30.5,ICD10,A30.5,ICD10,A30.5,Lepromatous leprosy,LL leprosy,Lepromatous leprosy,,,,,LL leprosy,Lepromatous leprosy,,,,
A30.8,ICD10,A30.8,ICD10,A30.8,Other forms of leprosy,Other forms of leprosy,,,,,,Other forms of leprosy,,,,,
A30.9,ICD10,A30.9,ICD10,A30.9,"Leprosy, unspecified","Leprosy, unspecified",,,,,,"Leprosy, unspecified",,,,,
A31,ICD10,A31,ICD10,A31,Infection due to other mycobacteria,Infection due to other mycobacteria,,,,,,tuberculosisA15-A19,Infection due to other mycobacteria,leprosyA30.-,,,
A31.0,ICD10,A31.0,ICD10,A31.0,Pulmonary mycobacterial infection,Pulmonary mycobacterial infection,Infection due to Mycobacterium: avium,Infection due to Mycobacterium: intracellulare [Battey bacillus],Infection due to Mycobacterium: kansasii,,,Pulmonary mycobacterial infection,Infection due to Mycobacterium: avium,Infection due to Mycobacterium: intracellulare [Battey bacillus],Infection due to Mycobacterium: kansasii,,
A31.1,ICD10,A31.1,ICD10,A31.1,Cutaneous mycobacterial infection,Infection due to Mycobacterium: marinum,Cutaneous mycobacterial infection,Buruli ulcer,Infection due to Mycobacterium: ulcerans,,,Infection due to Mycobacterium: marinum,Cutaneous mycobacterial infection,Buruli ulcer,Infection due to Mycobacterium: ulcerans,,
A31.8,ICD10,A31.8,ICD10,A31.8,Other mycobacterial infections,Other mycobacterial infections,,,,,,Other mycobacterial infections,,,,,
A31.9,ICD10,A31.9,ICD10,A31.9,"Mycobacterial infection, unspecified","Mycobacterial infection, unspecified",Mycobacteriosis NOS,Atypical mycobacterium infection NOS,,,,"Mycobacterial infection, unspecified",Mycobacteriosis NOS,Atypical mycobacterium infection NOS,,,
A32,ICD10,A32,ICD10,A32,Listeriosis,listerial foodborne infection,Listeriosis,,,,,neonatal (disseminated) listeriosisP37.2,listerial foodborne infection,Listeriosis,,,
A32.0,ICD10,A32.0,ICD10,A32.0,Cutaneous listeriosis,Cutaneous listeriosis,,,,,,Cutaneous listeriosis,,,,,
A32.1,ICD10,A32.1,ICD10,A32.1,Listerial meningitis and meningoencephalitis,Listerial: meningoencephalitisG05.0,Listerial: meningitisG01,Listerial meningitis and meningoencephalitis,,,,Listerial: meningoencephalitisG05.0,Listerial: meningitisG01,Listerial meningitis and meningoencephalitis,,,
A32.7,ICD10,A32.7,ICD10,A32.7,Listerial sepsis,Listerial sepsis,,,,,,Listerial sepsis,,,,,
A32.8,ICD10,A32.8,ICD10,A32.8,Other forms of listeriosis,Oculoglandular listeriosis,Listerial: cerebral arteritisI68.1,Other forms of listeriosis,Listerial: endocarditisI39.8,,,Oculoglandular listeriosis,Listerial: cerebral arteritisI68.1,Other forms of listeriosis,Listerial: endocarditisI39.8,,
